timestamp,TypPS,oxygen,pm10,cnt0_5,co,temperature,performance,co2,measuretime,so2,no2,cnt5,pm1,cnt1,dewpt,tvoc,pressure,cnt10,dCO2dt,sound_max,health,temperature_o2,cnt2_5,o3,humidity,dHdt,humidity_abs,sound,pm2_5,cnt0_3,n_danger,event,location
2023-06-24 18:54:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 18:56:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 18:58:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:00:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Good,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:02:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:04:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:06:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:08:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:10:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:12:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:14:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:16:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Dangerous,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Dangerous,Excellent,Excellent,Poor,Moderate,Dangerous,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,6.0,normal,apartment
2023-06-24 19:18:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Dangerous,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Dangerous,Excellent,Excellent,Moderate,Moderate,Dangerous,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,6.0,normal,apartment
2023-06-24 19:20:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Moderate,Moderate,Moderate,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 19:22:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 19:24:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:26:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:28:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:30:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:32:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:34:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:36:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Poor,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 19:38:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:40:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Poor,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 19:42:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:44:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:46:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:48:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:50:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 19:52:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:54:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:56:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 19:58:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:00:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:02:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:04:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:06:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:08:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:10:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:12:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:14:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:16:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:18:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:20:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:22:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:24:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:26:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:28:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:30:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:32:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:34:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:36:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:38:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:40:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Poor,Excellent,Excellent,5.0,normal,apartment
2023-06-24 20:42:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 20:44:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:46:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 20:48:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Dangerous,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:50:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:52:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:54:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:56:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 20:58:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:00:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Good,Moderate,Poor,Moderate,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Excellent,Excellent,5.0,normal,apartment
2023-06-24 21:02:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Poor,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Poor,Moderate,Poor,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,6.0,normal,apartment
2023-06-24 21:04:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Moderate,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:06:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Good,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:08:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:10:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:12:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 21:14:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,5.0,normal,apartment
2023-06-24 21:16:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:18:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 21:20:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Poor,Good,Moderate,Excellent,Excellent,Good,Excellent,Excellent,Poor,Excellent,Excellent,4.0,normal,apartment
2023-06-24 21:22:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Poor,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:24:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 21:26:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Moderate,Good,Moderate,Excellent,Excellent,Good,Excellent,Excellent,Moderate,Excellent,Excellent,2.0,normal,apartment
2023-06-24 21:28:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Poor,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Moderate,Excellent,Excellent,4.0,normal,apartment
2023-06-24 21:30:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:32:00,Dangerous,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Excellent,Excellent,Good,Dangerous,Good,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:34:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Good,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,4.0,normal,apartment
2023-06-24 21:36:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Moderate,Good,Moderate,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:38:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Good,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,4.0,normal,apartment
2023-06-24 21:40:00,Moderate,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Good,Good,Moderate,Excellent,Excellent,Good,Poor,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:42:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Poor,Good,Good,Moderate,Excellent,Excellent,Good,Moderate,Excellent,Good,Excellent,Excellent,3.0,normal,apartment
2023-06-24 21:44:00,Poor,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Excellent,,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,Excellent,Moderate,Good,Good,Moderate,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,2.0,normal,apartment
